,Account Name,Sample3,,,,,,,,,,,,,
,Create Date,Jan 29 2013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ignore,Tag,Make,Model,Serial Number,IP Address,MAC Address,Location,Meter Date 1,Total Meter 1,BW Meter 1,Color Meter 1,Meter Date 2,Total Meter 2,BW Meter 2,Color Meter 2
,9.23E+57,Canon,iR5000,,10.10.24.211,00-00-85-08-02-7D, ,Sep 10 2012,767799,,,Jul 13 2012,767185,,
,03BC7C04,Canon,iR5000,,10.10.24.205,00-00-85-07-CF-C9, ,Dec 6 2012,996852,,,Jul 13 2012,993692,,
,7FEF3759,Canon,iR5000,,10.10.30.205,00-00-85-08-02-7B, ,Nov 20 2012,1423618,,,Jul 13 2012,1408217,,
,FB663741,Canon,iR5000,,10.10.41.201,00-00-85-08-02-6B, ,Aug 9 2012,1614438,,,Jul 13 2012,1603891,,
,D5497BE7,Canon,iR5000,,10.10.46.40,00-00-85-08-02-68, ,Nov 10 2012,946267,,,Jul 13 2012,942122,,
,F6C4D332,Canon,iR5000,,10.10.45.19,00-00-85-08-03-6C, ,Nov 27 2012,667380,,,Jul 13 2012,645647,,
,E5C4DCF2,Canon,LC800,MZR02923,10.10.44.22,00-00-85-A8-55-0B, ,Nov 27 2012,9165,,,Jul 13 2012,9062,,
,2C4F62FB,Canon,imageRUNNER 5070,,10.10.45.17,00-00-85-4A-C8-6E, ,Jul 25 2012,310600,,,Jul 20 2012,309818,,
,974D44C0,Canon,iR5000,,10.10.43.209,00-00-85-07-DA-48, ,Nov 20 2012,846994,,,Aug 10 2012,845731,,
,1B484A6D,Canon,imageRUNNER C3200,,10.10.30.204,00-C0-85-34-5C-EB, ,Oct 16 2012,1488543,,,Oct 3 2012,1488341,,
,947ECB47,Canon,imageRUNNER 5070,,10.10.21.203,00-00-85-48-C1-8F, ,Jul 25 2012,258541,,,Jul 20 2012,258267,,
,DD3BF6D1,Dell,W5300 Laser Printer,991YPCM,10.10.43.215,00-04-00-37-21-C9, ,Nov 26 2012,196386,,,Jul 12 2012,193779,,
,9918B81B,Konica Minolta,7145,,10.101.3.240,00-50-AA-22-09-07, ,Nov 1 2012,244839,,,Jul 13 2012,241051,,
,6234C4AC,Kyocera,FS-1128MFP,QRH1835423,10.12.131.109,00-C0-EE-93-66-9B, ,Jan 29 2013,9362,,,Jul 13 2012,5113,,
,BDF6BB92,Ricoh,Aficio MP 3351,V8314900309,10.10.10.30,00-26-73-1C-44-E2, ,Jan 29 2013,134897,133902,,Jul 13 2012,100763,100130,
,E02CDDC6,Ricoh,Ricoh,,10.10.12.200,00-00-74-92-75-57, ,,,,,,,,
,401D9162,Xerox,Phaser 3635MFP-S,BB1556386,10.10.44.19,9C-93-4E-16-C6-6B, ,Jan 29 2013,15382,15382,,Nov 7 2012,53,53,
,014F623C,Xerox,WorkCentre 6400X,KAA343112,10.10.21.201,00-00-AA-FA-B6-4C, ,Jan 29 2013,3745,1106,2639,Nov 7 2012,14,0,14
,B6894C62,Xerox,Phaser 4600DT,XLT282979,10.10.13.209,00-00-AA-D8-B8-E7, ,Jan 29 2013,3297,3297,,Oct 30 2012,10,10,
,1F8200E5,Xerox,WorkCentre 5335 Copier,AE9877990,10.10.30.209,08-00-37-C1-F7-03, ,Jan 29 2013,5005,5005,,Nov 20 2012,529,529,
,535163B0,Xerox,WorkCentre 5335 Copier,AE9877000,10.10.40.40,08-00-37-C1-D4-CF, ,Jan 29 2013,29403,29403,,Nov 20 2012,1500,1500,
,41434206,Xerox,WorkCentre 7535,XKK416852,10.10.45.17,9C-93-4E-15-61-D5, ,Jan 29 2013,13252,8988,4264,Nov 20 2012,1225,730,495
,0513DF81,Xerox,WorkCentre 7535,XKK416845,10.10.21.204,9C-93-4E-15-63-D4, ,Jan 29 2013,16878,6816,10062,Nov 15 2012,538,254,284
,66F9552E,Xerox,WorkCentre 5335 Copier,AE9877998,10.10.21.202,08-00-37-C1-F6-C9, ,Jan 29 2013,8639,8639,,Nov 15 2012,610,610,
,056C5A54,Xerox,WorkCentre 7535,XKK416006,10.10.30.204,9C-93-4E-15-58-3B, ,Jan 29 2013,17878,11653,6225,Oct 12 2012,38,23,15
,2D9CE925,Xerox,Phaser 3635MFP-S,BB1556264,10.10.43.236,9C-93-4E-16-C8-70, ,Jan 29 2013,3130,3130,,Nov 8 2012,177,177,
,06C73FC0,Xerox,WorkCentre 6400X,KAA343207,10.10.43.217,00-00-AA-FA-B5-C2, ,Jan 29 2013,10495,6038,4457,Nov 8 2012,32,21,11
,F5591C22,Xerox,WorkCentre 6400X,KAA343210,10.10.29.209,00-00-AA-FA-AB-4E, ,Jan 29 2013,4465,745,3720,Nov 8 2012,35,9,26
,718F2EAA,Xerox,WorkCentre 6400X,KAA343007,10.10.30.200,00-00-AA-FA-B6-34, ,Jan 29 2013,2094,998,1096,Nov 8 2012,12,2,10
,7DD059FD,Xerox,Phaser 3635MFP-S,BB1556197,10.10.43.216,9C-93-4E-16-C7-E2, ,Jan 29 2013,3483,3483,,Nov 10 2012,32,32,
,B4E9F385,Xerox,4112 Copier/Printer with FreeFlow,DP123,10.10.41.207,00-14-4F-F7-57-72, ,Nov 27 2012,146353,,,Jul 13 2012,148472,,
,4.99E+72,Xerox,WorkCentre 3210,UAG352104,10.10.35.200,00-00-AA-F1-40-B7, ,Aug 16 2012,2380,2381,,Jul 13 2012,2380,2380,
,C253A951,Xerox,WorkCentre 7525,XKK409518,10.10.20.123,9C-93-4E-03-DB-92, ,Jan 29 2013,23732,10200,13532,Jul 13 2012,42,16,26
,C6526187,Xerox,WorkCentre 3220,UAK513007,10.12.45.101,00-00-AA-F0-B8-45, ,Oct 26 2012,5668,7013,,Jul 13 2012,5342,5417,
,26A5C6E7,Xerox,WorkCentre 5775 v1 Multifunction System,XEL566847,10.10.42.96,9C-93-4E-04-E7-2A, ,Jan 29 2013,323,,,Dec 18 2012,6,,
,C1E16FF0,Xerox,Phaser 3250 Series,MXX503887,10.10.44.100,00-00-AA-B0-CD-4D, ,Dec 11 2012,937,937,0,Jul 12 2012,764,764,0
,994638F9,Xerox,WorkCentre 7556,XKP535662,10.10.40.213,9C-93-4E-02-62-8E, ,Jan 29 2013,85107,25250,59857,Jul 13 2012,4990,914,4076
,C961A9AF,Xerox,Phaser 3635MFP-S,BB1558853,10.10.24.210,9C-93-4E-16-DE-9C, ,Jan 29 2013,685,685,,Jan 8 2013,42,42,
,8ED0FCAB,Xerox,WorkCentre 7535,XKK419783,10.10.46.200,9C-93-4E-15-99-48, ,Jan 29 2013,3067,2874,193,Jan 15 2013,333,286,47
,328D8503,Xerox,Phaser 3635MFP-S,BB1558855,10.10.27.206,9C-93-4E-16-DE-78, ,Jan 29 2013,1300,1300,,Jan 15 2013,126,126,
,17B79246,Xerox,Phaser 3635MFP-S,BB1558852,10.10.24.208,9C-93-4E-16-DE-A1, ,Jan 29 2013,826,826,,Jan 15 2013,101,101,
,A2A75F79,Xerox,WorkCentre 5775 Copier/Printer/Mono Scanner,XEL560001,10.10.41.201,00-00-AA-F9-9C-F7, ,Jan 29 2013,43259,43259,,Jul 17 2012,78,78,
,AA6EA4C2,Xerox,WorkCentre 7535,XKK419782,10.10.27.202,9C-93-4E-15-99-3F, ,Jan 29 2013,1937,1688,251,Jan 22 2013,981,900,81
,74CDC4BF,Xerox,Phaser 3635MFP-S,BB1558851,10.10.13.202,9C-93-4E-16-DE-99, ,Jan 29 2013,1378,1378,,Jan 22 2013,231,231,
,0E9ADA83,Xerox,Phaser 4600,XLT283159,10.10.19.200,00-00-AA-D8-B9-80, ,Jan 29 2013,553,553,,,,,
,DF13F619,Xerox,WorkCentre 5335 Copier,AE9877994,10.10.46.200,08-00-37-C1-F6-DA, ,Jan 11 2013,5785,5785,,Dec 4 2012,1076,1076,
,FEC24227,Xerox,Phaser 3635MFP-S,BB1555770,10.10.46.211,9C-93-4E-16-C6-BE, ,Jan 29 2013,2610,2610,,Dec 4 2012,307,307,
,3FD5C19E,Xerox,Phaser 3635MFP-S,BB1556263,10.10.46.201,9C-93-4E-16-C7-F5, ,Jan 29 2013,5107,5107,,Dec 4 2012,463,463,
,B69201DA,Xerox,WorkCentre 7556,XKP551167,10.10.45.213,9C-93-4E-15-5E-F8, ,Jan 29 2013,27890,18316,9574,Dec 4 2012,1205,1106,99
,8C098B65,Xerox,WorkCentre 7535,XKK418552,10.10.45.214,9C-93-4E-15-7E-DA, ,Jan 29 2013,8711,6672,2039,Dec 4 2012,239,189,50
,75C967A9,Xerox,WorkCentre 7535,XKK416887,10.10.34.204,9C-93-4E-15-60-E7, ,Jan 29 2013,4063,572,3491,Dec 4 2012,174,20,154
,456D9E9F,Xerox,WorkCentre 5775 Copier/Printer/Mono Scanner,XEL625762,10.10.34.207,9C-93-4E-04-C5-D5, ,Jan 29 2013,5255,5255,,Dec 4 2012,761,,
,5EF8C4F2,Xerox,Phaser 3635MFP-S,BB1556220,10.10.30.44,9C-93-4E-16-C8-45, ,Jan 29 2013,3472,3472,,Dec 4 2012,124,124,
,75288759,Xerox,WorkCentre 5335 Copier,AE9877225,10.10.30.207,08-00-37-C1-D8-A7, ,Jan 29 2013,14936,14936,,Nov 26 2012,585,585,
,D2E9A9EB,Xerox,Phaser 3635MFP-S,BB1556189,10.10.24.207,9C-93-4E-16-C8-D2, ,Jan 29 2013,1135,1135,,Dec 10 2012,100,100,
,3CD759A8,Xerox,Phaser 3635MFP-S,BB1556191,10.10.27.200,9C-93-4E-16-C7-E7, ,Jan 29 2013,2348,2348,,Dec 10 2012,131,131,
,F8A0F4CC,Xerox,WorkCentre 6400X,KAA343126,10.10.27.214,00-00-AA-FA-B6-7C, ,Jan 29 2013,2270,1645,625,Dec 10 2012,244,215,29
,5A6C6C53,Xerox,WorkCentre 7556 v1 Multifunction System,XKP552073,10.101.3.244,9C-93-4E-15-60-3D, ,Jan 26 2013,7802,1945,5857,Dec 10 2012,558,455,103
,CD7ABBB9,Xerox,WorkCentre 3220,UAK521261,10.12.140.233,9C-93-4E-07-98-62, ,Jan 29 2013,3145,3146,,Dec 11 2012,2139,2139,
,0D36FA56,Xerox,WorkCentre 5335 Copier,AE9205959,10.10.29.208,08-00-37-C1-58-E4, ,Jan 29 2013,42937,42937,,Jul 13 2012,76,76,
,AE66DC28,Hewlett-Packard,Color LaserJet CP1518ni,CNCC93804C,10.101.3.214,00-1F-29-2D-A9-A9, ,Jan 23 2013,3061,543,2518,Jul 13 2012,1851,311,1540
,91CED85D,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.10.46.208,00-07-4D-28-D2-A9, ,,,,,,,,
,86BDDB30,Hewlett-Packard,LaserJet P4515n,CNDY140841,10.12.135.198,00-21-5A-7F-5D-76, ,Jan 29 2013,30667,30667,,Jul 13 2012,22767,22767,
,2651244E,Hewlett-Packard,LaserJet 4300,CNGY521950,10.10.54.200,00-11-0A-C2-4A-EB, ,Jan 29 2013,82308,,,Jul 13 2012,77561,,
,F2AC395B,Hewlett-Packard,LaserJet P4015,CNDY888994,10.12.10.40,68-B5-99-A9-57-42, ,Jan 29 2013,43219,43219,,Jul 13 2012,32767,32767,
,73ABE31E,Hewlett-Packard,LaserJet 4000 Series,USEK069514,10.101.3.204,00-60-B0-C6-D2-35, ,Dec 21 2012,356681,,,Jul 13 2012,356219,,
,A1FED53F,Hewlett-Packard,Color LaserJet CP2025dn,CNGS496225,10.10.47.207,3C-D9-2B-A2-AD-90, ,Jan 29 2013,3502,513,2989,Jul 13 2012,473,34,439
,263109D7,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.12.41,00-07-4D-29-C0-1A, ,,,,,,,,
,2D1B7537,Hewlett-Packard,LaserJet P2055dn,VNB3100193,10.12.135.25,44-1E-A1-32-7E-A2, ,Jan 29 2013,2496,2496,,Jul 13 2012,509,509,
,642F3015,Hewlett-Packard,LaserJet 4350,CNGXF08863,10.101.3.209,00-14-38-5C-3A-8F, ,Jan 26 2013,131749,131749,,Jul 13 2012,125818,125818,
,D7E7E03F,Hewlett-Packard,LaserJet 4000 Series,USMB030145,10.12.130.170,00-60-B0-72-52-77, ,Jan 29 2013,216386,,,Jul 13 2012,200677,,
,25FBFE47,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.10.41,00-07-4D-29-C0-19, ,,,,,,,,
,C04372A6,Hewlett-Packard,LaserJet P4015,CNDY800597,10.10.251.40,00-23-7D-86-1D-92, ,Nov 6 2012,561065,561065,,Jul 13 2012,501454,501454,
,DB14C71A,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.135.14,00-07-4D-21-FA-85, ,,,,,,,,
,46C7AF5E,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.14.43,00-07-4D-29-BE-EC, ,,,,,,,,
,115CFA35,Hewlett-Packard,LaserJet 4300,CNGY512940,10.101.64.203,00-01-E6-97-9C-13, ,Jan 26 2013,170275,,,Jul 13 2012,156129,,
,67917253,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.133.192,00-07-4D-21-47-29, ,,,,,,,,
,831E3113,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.134.222,00-07-4D-28-C6-AC, ,,,,,,,,
,F29988ED,Hewlett-Packard,LaserJet 4300,CNGY525573,10.10.47.203,00-30-6E-D5-89-52, ,Jan 29 2013,322190,,,Jul 13 2012,317099,,
,62E3D241,Hewlett-Packard,LaserJet 4300,CNBY802666,10.12.17.170,00-01-E6-A7-6F-35, ,Jan 29 2013,848881,,,Jul 13 2012,839221,,
,A44B81A9,Hewlett-Packard,LaserJet 4300,CNGY415878,10.101.64.202,00-11-0A-EC-67-4C, ,Jan 26 2013,223204,,,Jul 13 2012,205566,,
,6A1A2156,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.134.216,00-07-4D-2A-04-3B, ,,,,,,,,
,7D66ED81,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.136.141,00-07-4D-2A-14-AD, ,,,,,,,,
,BDB26127,Hewlett-Packard,LaserJet 4300,CNDY500848,10.10.47.204,00-01-E6-AF-53-D6, ,Nov 27 2012,178744,,,Jul 13 2012,166263,,
,7531E413,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.136.140,00-07-4D-28-AC-FA, ,,,,,,,,
,55594C95,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.133.197,00-07-4D-33-04-97, ,,,,,,,,
,7CE45383,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.10.43.201,00-07-4D-24-3F-71, ,,,,,,,,
,3EF7D9E3,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.5.41,00-07-4D-2A-28-A9, ,,,,,,,,
,4227B449,Hewlett-Packard,LaserJet 4050 Series,USCC095615,10.101.3.203,00-10-83-91-9F-8D, ,Jan 26 2013,118188,,,Jul 13 2012,113675,,
,189E93B9,Hewlett-Packard,LaserJet P2015 Series,CNBJS28739,10.12.139.34,00-1B-78-1E-1B-97, ,Jan 29 2013,80171,80171,,Jul 13 2012,62737,62737,
,96087F1E,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.136.143,00-07-4D-29-F1-FC, ,,,,,,,,
,1E44487C,Hewlett-Packard,LaserJet 600 M602,TD051FK,10.12.16.40,80-C1-6E-91-3A-2E, ,Jan 29 2013,8602,8602,,Jul 13 2012,1559,1559,
,9B800515,Hewlett-Packard,LaserJet 8150 Series,XXXXXXXXXX,10.10.46.200,00-11-0A-BD-D5-5B, ,Nov 27 2012,694983,,,Jul 13 2012,686438,,
,F56E7DB8,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.135.197,00-07-4D-29-72-FC, ,,,,,,,,
,4CE285D7,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.135.41,00-07-4D-29-43-4F, ,,,,,,,,
,73DDF738,Hewlett-Packard,LaserJet 1300N,CNCB155363,10.12.128.44,00-0E-7F-31-D7-0E, ,Jan 26 2013,127147,,,Jul 13 2012,123137,,
,36ADE8A1,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.10.46.209,00-40-68-1D-BD-08, ,,,,,,,,
,4D832A85,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.16.41,00-07-4D-29-90-72, ,,,,,,,,
,E0B6F661,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.135.45,00-07-4D-28-52-3E, ,,,,,,,,
,7C57E2B1,Hewlett-Packard,ZTC DA402-200dpi,,10.10.29.217,00-40-68-1D-14-6E, ,,,,,,,,
,B660BA2D,Hewlett-Packard,LaserJet 600 M602,TD05665,10.12.14.40,80-C1-6E-92-E4-07, ,Jan 29 2013,16751,16751,,Jul 13 2012,5645,5645,
,82973962,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.135.43,00-07-4D-29-43-F9, ,,,,,,,,
,26F9F317,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.135.20,00-07-4D-21-46-FA, ,,,,,,,,
,3B08EEDF,Hewlett-Packard,LaserJet 4200,CNBX402930,10.101.3.202,00-60-B0-B9-C7-B4, ,Jan 26 2013,183855,,,Jul 13 2012,173522,,
,3B52802C,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.134.217,00-07-4D-24-36-BA, ,,,,,,,,
,BD696AFE,Hewlett-Packard,LaserJet 4300,CNGY513939,10.12.14.41,00-11-0A-C3-9F-F9, ,Jan 29 2013,197680,,,Jul 13 2012,195551,,
,2CC9D64F,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.138.183,00-07-4D-2A-5E-00, ,,,,,,,,
,419A8E13,Hewlett-Packard,LaserJet 4000 Series,USEL013438,10.101.66.27,08-00-09-BB-97-A0, ,Nov 20 2012,244960,,,Jul 13 2012,235279,,
,B406D43A,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.135.190,00-07-4D-22-02-2E, ,,,,,,,,
,2DF0F878,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.138.177,00-07-4D-28-FC-26, ,,,,,,,,
,6643A130,Hewlett-Packard,LaserJet P2055dn,VNB3X02589,10.101.66.205,44-1E-A1-34-E2-E0, ,Jan 29 2013,15043,15043,,Jul 13 2012,5321,5321,
,5B9446A3,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.7.171,00-07-4D-2A-D1-49, ,,,,,,,,
,611DFD0D,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.135.11,00-07-4D-29-84-CF, ,,,,,,,,
,C9A42F62,Hewlett-Packard,ZTC 105SL-300dpi,,10.12.139.177,00-07-4D-25-5D-64, ,,,,,,,,
,5BDB0FDC,Hewlett-Packard,LaserJet 4100 Series,USJNF28194,10.12.7.170,00-01-E6-54-3D-24, ,Jan 29 2013,135570,,,Jul 13 2012,129870,,
,CBD19FA8,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.130.184,00-07-4D-32-4E-B9, ,,,,,,,,
,C5387786,Hewlett-Packard,LaserJet P2055dn,VNB3Y02056,10.101.66.204,2C-76-8A-3E-EE-C6, ,Jan 29 2013,25875,25875,,Jul 13 2012,7956,7956,
,AE9924C0,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.96.101,00-07-4D-29-BA-0A, ,,,,,,,,
,0988BD5C,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.136.144,00-07-4D-2A-DC-6C, ,,,,,,,,
,6CB563BF,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.104.101,00-07-4D-2F-FF-B2, ,,,,,,,,
,9B7FBE23,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.103.231,00-07-4D-2A-0A-CC, ,,,,,,,,
,455DC704,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.135.200,00-07-4D-2B-35-DC, ,,,,,,,,
,13F683A7,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.104.231,00-07-4D-2A-DD-6E, ,,,,,,,,
,BF804B60,Hewlett-Packard,LaserJet 600 M602,TD03H34,10.101.66.203,E8-39-35-93-23-DB, ,Jan 29 2013,30312,30312,,Jul 13 2012,9991,9991,
,5137325D,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.101.64.215,00-07-4D-21-FA-7F, ,,,,,,,,
,85E81A15,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.135.199,00-07-4D-28-0D-F2, ,,,,,,,,
,8CE48E44,Hewlett-Packard,LaserJet 4300,CNGY424582,10.12.128.48,00-11-0A-F6-62-F2, ,Jan 26 2013,379982,,,Jul 13 2012,352390,,
,0B98E51C,Hewlett-Packard,LaserJet 4350,JPRFH19563,10.12.8.40,00-1E-0B-11-FB-0E, ,Jan 29 2013,95193,95193,,Jul 13 2012,85769,85769,
,D867C786,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.64.216,00-07-4D-2A-24-59, ,,,,,,,,
,3C0156B6,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.101.231,00-07-4D-2A-24-40, ,,,,,,,,
,CC645C24,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.136.188,00-07-4D-22-68-94, ,,,,,,,,
,03236CA8,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.135.196,00-07-4D-29-61-4A, ,,,,,,,,
,624E96C7,Hewlett-Packard,LaserJet 4300,CNGY512938,10.101.64.212,00-30-6E-C9-8B-EF, ,Jan 29 2013,142753,,,Jul 13 2012,120351,,
,CFD4A120,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.135.47,00-07-4D-28-54-48, ,,,,,,,,
,3448A49B,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.129.49,00-07-4D-22-17-AE, ,,,,,,,,
,D6C8B49F,Hewlett-Packard,LaserJet 4300,CNGY509489,10.101.64.212,00-30-6E-C3-A9-D5, ,Sep 13 2012,137387,,,Jul 13 2012,134197,,
,9CE1A5B2,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.135.188,00-07-4D-21-42-30, ,,,,,,,,
,F8C52188,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.101.68.206,00-07-4D-21-B3-F3, ,,,,,,,,
,F7370070,Hewlett-Packard,LaserJet P4015,CNDY272555,10.101.67.200,00-23-7D-84-95-4B, ,Jan 26 2013,189999,189999,,Jul 13 2012,155875,155875,
,0D413BFA,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.135.189,00-07-4D-21-42-25, ,,,,,,,,
,006EF05F,Hewlett-Packard,LaserJet 4100 Series,USBNF19280,10.10.11.200,00-30-C1-30-12-76, ,Jan 29 2013,135589,,,Jul 13 2012,134143,,
,2E431BE0,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.9.41,00-07-4D-29-B9-B8, ,,,,,,,,
,F59E0628,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.64.209,00-07-4D-29-73-20, ,,,,,,,,
,DE715079,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.130.182,00-07-4D-21-F5-73, ,,,,,,,,
,D6FBC90D,Hewlett-Packard,LaserJet 600 M602,TD03HFN,10.101.66.215,E8-39-35-92-A7-61, ,Jan 29 2013,28461,28461,,Jul 13 2012,10934,10934,
,4AE0A7D6,Hewlett-Packard,LaserJet 600 M602,TD218H3,10.101.66.214,A0-B3-CC-9D-1D-07, ,Jan 29 2013,18618,18618,,Jul 13 2012,1394,1394,
,36383D99,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.5.171,00-07-4D-29-3D-39, ,,,,,,,,
,1069CFA7,Hewlett-Packard,LaserJet 4350,CNGXD60695,10.101.66.216,00-14-38-9F-DF-3D, ,Jan 29 2013,81008,81008,,Jul 13 2012,77081,77081,
