,Account Name,Sample3,,,,,,,,,,,,,
,869C5454,Hewlett-Packard,LaserJet 4350,CNGXD68522,10.101.66.210,00-14-38-CB-CF-19, ,Jan 29 2013,77448,77448,,Jul 13 2012,73934,73934,
,7973D017,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.130.181,00-07-4D-21-E9-7A, ,,,,,,,,
,122F6734,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.102.101,00-07-4D-2A-24-61, ,,,,,,,,
,B99D72E5,Hewlett-Packard,LaserJet P4015,CNDY839049,10.12.27.170,F4-CE-46-51-C4-FE, ,Jan 29 2013,25173,25173,,Jul 13 2012,20379,20379,
,B50D0ABE,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.105.231,00-07-4D-2A-23-E1, ,,,,,,,,
,6A304A30,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.101.64.206,00-07-4D-21-4B-87, ,,,,,,,,
,B643E4CA,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.136.45,00-07-4D-29-7B-D8, ,,,,,,,,
,B5630120,Hewlett-Packard,LaserJet 4350,CNGXD68113,10.101.66.212,00-14-38-CB-CF-1E, ,Jan 29 2013,79595,79595,,Jul 13 2012,71698,71698,
,A1F74B00,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.136.47,00-07-4D-2A-A7-B1, ,,,,,,,,
,B2FBAF43,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.134.218,00-07-4D-21-F5-68, ,,,,,,,,
,31D49A2F,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.101.68.217,00-07-4D-21-4B-15, ,,,,,,,,
,AC474C35,Hewlett-Packard,LaserJet 4000 Series,USEB037497,10.101.68.209,00-1B-78-F1-E3-54, ,Jan 26 2013,84793,,,Jul 13 2012,83370,,
,D56030D8,Hewlett-Packard,LaserJet 4300,CNGY303753,10.12.128.49,00-0E-7F-34-03-D1, ,Jan 26 2013,142494,,,Jul 13 2012,133750,,
,CE076C29,Hewlett-Packard,LaserJet P4015,CNDY857623,10.12.22.40,78-E7-D1-A2-01-96, ,Jan 29 2013,52358,52358,,Jul 13 2012,39133,39133,
,35E87ABF,Hewlett-Packard,LaserJet 4350,CNGXF58148,10.101.68.203,00-14-38-99-01-EE, ,Jan 26 2013,46558,46558,,Jul 13 2012,42012,42012,
,C45189C9,Hewlett-Packard,LaserJet P4015,CNDY867372,10.101.67.218,1C-C1-DE-13-8B-63, ,Jan 26 2013,21573,21573,,Jul 13 2012,14417,14417,
,D2257E54,Hewlett-Packard,LaserJet P4015,CNDY937549,10.101.67.219,78-AC-C0-91-A0-F3, ,Jan 26 2013,12747,12747,,Jul 13 2012,9499,9499,
,488F6959,Hewlett-Packard,LaserJet P4015,JPDF270613,10.12.20.170,68-B5-99-AC-68-CF, ,Jan 29 2013,27849,27849,,Jul 13 2012,21530,21530,
,5885C1A4,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.130.183,00-07-4D-21-FA-87, ,,,,,,,,
,AF2CBB56,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.64.201,00-07-4D-28-77-74, ,,,,,,,,
,7B9F58CC,Hewlett-Packard,LaserJet 4350,CNGXF58170,10.101.68.204,00-14-38-99-43-AD, ,Jan 26 2013,93530,93530,,Jul 13 2012,83382,83382,
,30E5708E,Hewlett-Packard,LaserJet P4015,CNDY904281,10.12.128.41,F4-CE-46-4B-6A-28, ,Jan 26 2013,15147,15147,,Jul 13 2012,11426,11426,
,61A69877,Hewlett-Packard,LaserJet 4250,CNRXC87485,10.101.67.208,00-17-08-8D-87-7F, ,Jul 13 2012,96621,96621,,,,,
,C0552C6B,Hewlett-Packard,LaserJet 1022N,,10.12.128.11,00-1A-4B-15-B2-44, ,,,,,,,,
,B050D9C4,Hewlett-Packard,LaserJet 600 M602,CNBCD4H151,10.101.67.209,80-C1-6E-94-94-34, ,Jan 26 2013,17876,17876,,Jul 13 2012,2557,2557,
,1EBA3219,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.130.147,00-07-4D-29-B8-DE, ,,,,,,,,
,2C24EBE1,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.21.171,00-07-4D-29-C0-10, ,,,,,,,,
,D78EF237,Hewlett-Packard,LaserJet 2300 series,CNBGH07160,10.12.129.175,00-30-C1-5F-39-E6, ,Jan 26 2013,67019,,,Jul 13 2012,54379,,
,CDC2458E,Hewlett-Packard,LaserJet 600 M602,TD207B9,10.101.67.206,80-C1-6E-95-13-80, ,Jan 26 2013,20788,20788,,Jul 13 2012,3594,3594,
,C1663528,Hewlett-Packard,LaserJet 4350,CNRXR44122,10.12.22.170,00-1B-78-14-89-CD, ,Jan 29 2013,134484,134484,,Jul 13 2012,119267,119267,
,E8FD23BD,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.128.56,00-07-4D-33-01-5F, ,,,,,,,,
,4F1904CF,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.129.56,00-07-4D-32-4B-CD, ,,,,,,,,
,F25638E2,Hewlett-Packard,LaserJet 4300,CNDY510098,10.12.26.40,00-01-E6-9F-67-19, ,Jan 29 2013,210058,,,Jul 13 2012,198227,,
,2C216CE0,Hewlett-Packard,LaserJet 600 M602,CNBCD4H14T,10.101.67.207,80-C1-6E-94-24-53, ,Jan 26 2013,14443,14443,,Jul 13 2012,3112,3112,
,F588898C,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.129.47,00-07-4D-28-12-E9, ,,,,,,,,
,E1E82C99,Hewlett-Packard,LaserJet 600 M602,CNBCD1C2QL,10.101.67.204,E8-39-35-90-7C-9D, ,Jan 26 2013,18925,18925,,Jul 13 2012,5017,5017,
,EA99A0DF,Hewlett-Packard,LaserJet P4015,CNDY890249,10.12.24.40,68-B5-99-A9-67-50, ,Jan 29 2013,88701,88701,,Jul 13 2012,67665,67665,
,5E2DDDF1,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.129.25,00-07-4D-29-C0-1D, ,,,,,,,,
,21066ADB,Hewlett-Packard,LaserJet 600 M602,CNBCD4H15B,10.101.67.205,80-C1-6E-92-2F-79, ,Jan 26 2013,15507,15507,,Jul 13 2012,2664,2664,
,7C9CF90B,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.129.52,00-07-4D-28-29-D4, ,,,,,,,,
,EE3B845D,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.23.171,00-07-4D-29-5F-F0, ,,,,,,,,
,717CF862,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.129.27,00-07-4D-2A-31-88, ,,,,,,,,
,994541D5,Hewlett-Packard,LaserJet M3035 MFP,CNQCB50433,10.12.27.40,98-4B-E1-3B-95-39, ,Jan 29 2013,36556,36556,,Jul 13 2012,26760,26760,
,9DCACC97,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.129.24,00-07-4D-29-B3-8C, ,,,,,,,,
,81B183DF,Hewlett-Packard,LaserJet 600 M602,TD207BA,10.101.67.227,80-C1-6E-95-13-7D, ,Jan 26 2013,7490,7490,,Jul 13 2012,10,10,
,3ECF040F,Hewlett-Packard,ZTC 105SL-300dpi,,10.12.128.60,00-07-4D-22-60-DE, ,,,,,,,,
,B887EA24,Hewlett-Packard,ZTC 105SL-300dpi,,10.12.129.179,00-07-4D-21-79-70, ,,,,,,,,
,58F27866,Hewlett-Packard,LaserJet 4300,CNGY403337,10.101.68.210,00-01-E6-4C-9F-D7, ,Jan 26 2013,246160,,,Jul 13 2012,231557,,
,C100B27C,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.129.176,00-07-4D-2A-64-DC, ,,,,,,,,
,5B91F50A,Hewlett-Packard,LaserJet P4015,CNDY819183,10.12.131.45,F4-CE-46-3B-4A-4E, ,Jan 29 2013,55141,55141,,Jul 13 2012,42162,42162,
,8097F006,Hewlett-Packard,LaserJet 4300,CNGY502438,10.101.68.213,00-01-E6-AF-54-90, ,Jan 26 2013,102966,,,Jul 13 2012,99146,,
,07DB3D2F,Hewlett-Packard,LaserJet P4015,CNDY858432,10.12.24.170,78-E7-D1-A2-11-A7, ,Jan 29 2013,39487,39487,,Jul 13 2012,30876,30876,
,7E77576E,Hewlett-Packard,LaserJet 4000 Series,USMB029343,10.12.132.171,00-60-B0-92-EE-0E, ,Jan 29 2013,227678,,,Jul 13 2012,217930,,
,312093BA,Hewlett-Packard,LaserJet 4300,CNGY402489,10.101.68.215,00-01-E6-59-A8-CB, ,Jan 26 2013,117027,,,Jul 13 2012,111299,,
,59FE62A9,Hewlett-Packard,LaserJet 4300,CNGY516575,10.101.68.214,00-01-E6-7C-7D-2A, ,Jan 26 2013,279239,,,Jul 13 2012,266818,,
,5689B0AC,Hewlett-Packard,LaserJet 4200,CNBX305125,10.101.97.100,00-01-E6-57-87-10, ,Jan 26 2013,243887,,,Jul 13 2012,225195,,
,BE78B6F5,Hewlett-Packard,LaserJet P4015,CNDY946392,10.12.131.43,9C-8E-99-8A-C8-28, ,Jan 29 2013,19970,19970,,Jul 13 2012,9978,9978,
,58C37096,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.23.41,00-07-4D-29-C0-22, ,,,,,,,,
,056377D2,Hewlett-Packard,LaserJet P2015 Series,CNBJP41230,10.12.131.23,00-1A-4B-2B-41-43, ,Jan 29 2013,23214,23214,,Jul 13 2012,19773,19773,
,6.89E+19,Hewlett-Packard,LaserJet P2055dn,CNB9N48921,10.101.68.216,00-23-7D-85-AE-14, ,Jan 26 2013,104329,104329,,Jul 13 2012,79399,79399,
,04BC7751,Hewlett-Packard,LaserJet 4350,CNGXL00542,10.12.131.42,00-14-38-DB-36-38, ,Jan 29 2013,137444,137444,,Jul 13 2012,126785,126785,
,EB4F81DC,Hewlett-Packard,LaserJet P4015,CNDY841694,10.12.23.40,78-E7-D1-9F-6B-DA, ,Jan 29 2013,43531,43531,,Jul 13 2012,36638,36638,
,5BF700BD,Hewlett-Packard,LaserJet 4000 Series,USSC033280,10.12.131.40,00-60-B0-D3-6C-86, ,Jan 29 2013,605015,,,Jul 13 2012,601666,,
,22FBEF80,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.21.41,00-07-4D-2A-29-BA, ,,,,,,,,
,ACAC2E92,Hewlett-Packard,LaserJet 4350,CNGXJ30216,10.12.131.62,00-14-38-D1-E8-78, ,Jan 29 2013,139083,139083,,Jul 13 2012,127779,127779,
,607F3DF6,Hewlett-Packard,LaserJet 4350,CNGXF75998,10.12.131.100,00-14-38-D1-D8-41, ,Jan 29 2013,111068,111068,,Jul 13 2012,109089,109089,
,2F56CDF0,Hewlett-Packard,LaserJet M3027 MFP,CNNLB16679,10.12.21.40,00-21-5A-96-02-57, ,Jan 29 2013,75265,75265,,Jul 13 2012,64917,64917,
,CAAAA0CA,Hewlett-Packard,LaserJet 4350,CNRXR21316,10.12.131.47,00-1A-4B-26-22-CB, ,Jan 29 2013,68106,68106,,Jul 13 2012,64661,64661,
,4799BFC4,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.17.171,00-07-4D-2A-D3-09, ,,,,,,,,
,3CC1B7EA,Hewlett-Packard,LaserJet 4000 Series,USEX027032,10.12.21.170,00-60-B0-7A-D0-FC, ,Aug 20 2012,153353,,,Jul 13 2012,151964,,
,D725FBA4,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.22.171,00-07-4D-28-C9-F9, ,,,,,,,,
,65102D3E,Hewlett-Packard,LaserJet M3035 MFP,CNQCB25340,10.12.23.170,1C-C1-DE-13-BC-A2, ,Jan 29 2013,63728,63728,,Jul 13 2012,50500,50500,
,F9469739,Hewlett-Packard,LaserJet M3035 MFP,CNQCB74208,10.12.28.40,08-2E-5F-B8-CC-33, ,Jan 29 2013,63881,63881,,Jul 13 2012,32396,32396,
,0ED701DA,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.26.171,00-07-4D-2A-DD-70, ,,,,,,,,
,CBE03CB9,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.32.41,00-07-4D-2A-A0-C5, ,,,,,,,,
,606DADDE,Hewlett-Packard,LaserJet 4300,CNGY410727,10.12.30.40,00-30-C1-55-4B-DE, ,Sep 19 2012,779075,,,Jul 13 2012,772535,,
,63B336D4,Hewlett-Packard,LaserJet P4015,JPDF268259,10.12.30.170,68-B5-99-AC-AE-D3, ,Jan 29 2013,46694,46694,,Jul 13 2012,35271,35271,
,1777C191,Hewlett-Packard,LaserJet 4350,CNDXF00995,10.12.28.170,00-12-79-DF-4A-BE, ,Jan 29 2013,147562,147562,,Jul 13 2012,134984,134984,
,B40A15E8,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.31.171,00-07-4D-29-B8-59, ,,,,,,,,
,488FC98E,Hewlett-Packard,LaserJet 4000 Series,USMB026436,10.10.40.23,00-60-B0-72-52-9A, ,Oct 6 2012,79590,,,Jul 29 2012,79590,,
,39702638,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.34.41,00-07-4D-2A-29-BD, ,,,,,,,,
,A76433F5,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.30.41,00-07-4D-29-B8-5E, ,,,,,,,,
,61C94118,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.22.41,00-07-4D-29-C0-0C, ,,,,,,,,
,2C476485,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.136.43,00-07-4D-29-7B-DE, ,,,,,,,,
,AB08DF15,Hewlett-Packard,LaserJet 600 M602,JPBCD740NZ,10.12.5.170,24-BE-05-EC-31-6C, ,Jan 29 2013,7753,7753,,Aug 4 2012,220,220,
,E422F494,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.17.41,00-07-4D-29-B9-CF, ,,,,,,,,
,55CC5886,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.39.41,00-07-4D-28-CC-B0, ,,,,,,,,
,9E7354E0,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.8.41,00-07-4D-2A-DD-66, ,,,,,,,,
,071EDF00,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.33.171,00-07-4D-29-C0-17, ,,,,,,,,
,A64F3162,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.27.171,00-07-4D-29-F2-53, ,,,,,,,,
,F3C86DA3,Hewlett-Packard,LaserJet 600 M602,CNCCDCW264,10.12.31.170,6C-3B-E5-05-79-6E, ,Jan 29 2013,279,,,,,,
,709CF6A0,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.105.101,00-07-4D-30-00-D7, ,,,,,,,,
,228CADA9,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.4.41,00-07-4D-29-C0-24, ,,,,,,,,
,CA986AC3,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.49.41,00-07-4D-28-CE-52, ,,,,,,,,
,A634E549,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.98.231,00-07-4D-29-B9-D7, ,,,,,,,,
,02F5F736,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.6.41,00-07-4D-2A-24-1F, ,,,,,,,,
,62050203,Hewlett-Packard,LaserJet M3027 MFP,CNNLC21509,10.12.156.60,00-23-7D-7C-9A-93, ,Dec 10 2012,40571,40571,,Aug 10 2012,40570,40570,
,333DD735,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.138.171,00-07-4D-2F-F3-84, ,,,,,,,,
,5F3174BC,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.136.41,00-07-4D-25-81-4F, ,,,,,,,,
,B1834F36,Hewlett-Packard,LaserJet 4050 Series,USQX105103,10.10.29.203,00-01-E6-2E-6B-2A, ,Jan 26 2013,23553,,,Aug 14 2012,21255,,
,7C9C75C4,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.2.171,00-07-4D-2A-28-AD, ,,,,,,,,
,099A3A19,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.131.106,00-07-4D-29-83-55, ,,,,,,,,
,1187DD96,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.10.10.40,00-07-4D-28-C6-D8, ,,,,,,,,
,48A8AFD0,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.32.171,00-07-4D-2A-31-89, ,,,,,,,,
,E0A07F05,Hewlett-Packard,LaserJet 600 M602,CNBCD7M28N,10.12.21.170,B4-B5-2F-F4-F9-E4, ,Jan 29 2013,5570,5570,,Aug 20 2012,149,149,
,1792A355,Hewlett-Packard,Officejet 6500 E710a-f,,10.101.97.139,98-4B-E1-86-90-94, ,Jan 26 2013,3693,,,Sep 12 2012,2846,,
,34C5962E,Hewlett-Packard,LaserJet M3035 MFP,CNQCB18200,10.10.43.236,F4-CE-46-3F-8C-9C, ,Nov 7 2012,27497,27497,,Sep 19 2012,26653,26653,
,7BA398BC,Hewlett-Packard,LaserJet P2015 Series,CNB9L14086,10.10.27.201,00-1A-4B-29-2A-08, ,Oct 21 2012,42210,42210,,Jul 17 2012,42005,42005,
,5DB86325,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.29.41,00-07-4D-29-C0-23, ,,,,,,,,
,007D1B85,Hewlett-Packard,LaserJet P4015,CNDY283038,10.12.136.179,18-A9-05-FF-31-C4, ,Jan 29 2013,24869,24869,,Jul 17 2012,18544,18544,
,BC43B7BB,Hewlett-Packard,LaserJet P2015 Series,CNBJP53615,10.101.3.207,00-1A-4B-2C-25-5D, ,Jan 26 2013,5028,5028,,Jul 18 2012,3249,3249,
,E03E0ED4,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.24.171,00-07-4D-29-C0-00, ,,,,,,,,
,E5F57C4B,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.45.41,00-07-4D-28-C7-86, ,,,,,,,,
,C209B860,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.12.171,00-07-4D-2A-DD-6F, ,,,,,,,,
,7EA4A9B6,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.138.172,00-07-4D-2A-67-79, ,,,,,,,,
,CC6C0F6E,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.39.171,00-07-4D-29-B3-AC, ,,,,,,,,
,40D27207,Hewlett-Packard,LaserJet 600 M602,TD2090P,10.101.67.208,A0-B3-CC-9E-B7-AA, ,Jan 26 2013,33217,33217,,Jul 15 2012,170,170,
,3768CBA5,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.100.101,00-07-4D-2A-29-B5, ,,,,,,,,
,4FA5107A,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.42.171,00-07-4D-29-90-6D, ,,,,,,,,
,AB22076B,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.3.41,00-07-4D-28-C7-B8, ,,,,,,,,
,3456784D,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.108.101,00-07-4D-29-B2-97, ,,,,,,,,
,46378F08,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.131.58,00-07-4D-33-04-B7, ,,,,,,,,
,6C1E0969,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.100.231,00-07-4D-29-BE-93, ,,,,,,,,
,133A4128,Hewlett-Packard,LaserJet P2055dn,CNB9978625,10.12.128.10,3C-4A-92-45-50-8D, ,Jan 29 2013,10672,10672,,Jul 16 2012,6091,6091,
,12AA2012,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.24.41,00-07-4D-28-C7-B2, ,,,,,,,,
,A8DBE90B,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.98.101,00-07-4D-29-B6-89, ,,,,,,,,
,484D6A5A,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.139.22,00-07-4D-22-12-83, ,,,,,,,,
,7FF064B0,Hewlett-Packard,LaserJet 4200,USGNP17617,10.12.136.178,00-30-6E-FD-F0-CE, ,Jan 29 2013,207858,,,Jul 13 2012,196127,,
,C1D3D633,Hewlett-Packard,LaserJet 4300,CNBY806157,10.12.6.223,00-01-E6-2B-BA-05, ,Jan 29 2013,1050472,,,Jul 13 2012,1031035,,
,2518DB98,Hewlett-Packard,LaserJet P2055dn,CNB9M16080,10.10.30.201,00-21-5A-90-0C-4E, ,Nov 6 2012,19121,19121,,Jul 13 2012,17327,17327,
,8C905363,Hewlett-Packard,Color LaserJet 3600 Series,CNWDF21958,10.101.3.201,00-1B-78-70-2C-D7, ,Jan 26 2013,57637,1678,57637,Jul 13 2012,48158,,48158
,181CF8BA,Hewlett-Packard,LaserJet 4350,CNGXF62317,10.12.135.40,00-14-38-DB-21-AC, ,Jan 29 2013,133816,133816,,Jul 13 2012,112560,112560,
,93816443,Hewlett-Packard,LaserJet 4000 Series,USNC213913,10.10.11.203,08-00-09-BB-60-BB, ,Jan 29 2013,111581,,,Jul 13 2012,110092,,
,FF73C265,Hewlett-Packard,LaserJet 4200,USBNP14340,10.12.12.40,00-10-83-92-02-47, ,Jan 29 2013,144484,,,Jul 13 2012,135960,,
,5503AEA9,Hewlett-Packard,LaserJet P2055dn,CNB9053740,10.12.128.40,1C-C1-DE-CA-96-F6, ,Jan 26 2013,57115,57115,,Jul 13 2012,38548,38548,
,F27A9A23,Hewlett-Packard,LaserJet P2055dn,CNB9L07563,10.101.3.213,00-21-5A-7D-2B-0E, ,Jan 26 2013,4551,4551,,Jul 13 2012,2948,2948,
,78A07909,Hewlett-Packard,LaserJet 4300,CNGY204954,10.12.135.179,00-11-0A-F9-E0-02, ,Jan 29 2013,76846,,,Jul 13 2012,76759,,
,5CDC2EC4,Hewlett-Packard,LaserJet P4015,CNDYC19983,10.12.9.40,78-E3-B5-FB-A2-6B, ,Jan 29 2013,37900,37900,,Jul 13 2012,25866,25866,
,8DD026DF,Hewlett-Packard,LaserJet 4300,JPDGD00590,10.12.135.186,00-30-C1-AE-07-51, ,Jan 29 2013,134871,,,Jul 13 2012,123321,,
,3533B1B8,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.67.216,00-07-4D-28-9A-ED, ,,,,,,,,
,D2789230,Hewlett-Packard,LaserJet M3035 MFP,CNQCB53659,10.12.3.40,98-4B-E1-3F-34-D7, ,Jan 29 2013,43573,43573,,Jul 13 2012,23832,23832,
,623BF57B,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.133.196,00-07-4D-22-03-1E, ,,,,,,,,
,DDC9C240,Hewlett-Packard,LaserJet 4200,USBNP14304,10.12.130.179,00-01-E6-3B-EF-97, ,Jan 26 2013,317074,,,Jul 13 2012,315860,,
,359FDC04,Hewlett-Packard,LaserJet 4350,JPSFH01928,10.12.192.4,00-1E-0B-0A-51-B5, ,Jan 26 2013,7048,7048,,Jul 12 2012,5877,5877,
,3977F521,Hewlett-Packard,ZTC S4M-300dpi ZPL,,10.10.29.217,00-07-4D-44-C1-D9, ,,,,,,,,
,ABA3B52F,Hewlett-Packard,LaserJet P2055dn,JPBF969309,10.12.128.42,08-2E-5F-BD-00-DC, ,Jan 26 2013,9813,9813,,Jul 13 2012,3210,3210,
,6611591D,Hewlett-Packard,LaserJet 4300,CNGY105065,10.12.135.178,00-11-0A-F1-A7-13, ,Jan 29 2013,127256,,,Jul 13 2012,116538,,
,F23854E8,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.138.178,00-07-4D-2F-F7-A6, ,,,,,,,,
,4E6091C7,Hewlett-Packard,LaserJet P4015,CNDY800589,10.12.129.174,00-23-7D-85-05-6F, ,Jan 29 2013,65927,65927,,Jul 13 2012,51726,51726,
,9B827719,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.101.68.205,00-07-4D-24-21-2D, ,,,,,,,,
